 1851 2023
1899	-0.03	0.05	1.10	0.98	0.39	-0.25	-1.32	0.98	-0.52	0.04	-0.46	0.96	
1900	-0.76	1.83	2.05	-0.04	0.41	1.13	0.61	-1.33	-1.50	-0.21	-0.95	-0.48	
1901	-0.57	2.78	0.52	-0.69	0.23	-0.49	-1.08	-0.39	-0.10	-0.23	2.05	0.08	
1902	-0.42	1.99	0.32	0.68	0.12	1.97	1.76	0.53	1.17	-0.46	-1.03	-0.78	
1903	-0.70	-1.14	-1.32	0.19	-0.75	1.70	0.59	0.29	1.15	0.99	-0.22	-0.14	
1904	-1.20	-0.89	-0.71	-2.26	-0.92	-0.53	-0.91	0.80	-1.07	-1.22	1.05	0.34	
1905	-0.62	-0.05	-0.30	1.13	-0.44	-0.31	-0.05	-0.16	-0.53	1.83	-0.24	-1.35	
1906	-0.99	-0.93	-0.09	-1.37	1.68	0.49	-1.36	1.71	-0.09	-0.99	0.87	-0.61	
1907	-0.85	-1.12	-1.52	-1.21	1.39	0.04	1.13	0.12	0.10	-0.17	-1.44	-0.31	
1908	-0.67	-0.07	-0.31	0.83	-0.70	-0.44	0.29	0.16	-0.05	-0.29	0.46	0.00	
1909	-0.93	0.19	2.70	-0.34	1.68	1.49	-0.30	-0.99	1.16	0.28	0.68	0.40	
1910	-0.70	-1.50	-0.27	0.23	-0.54	0.50	1.58	1.28	-0.24	0.27	1.92	0.03	
1911	-1.37	-0.68	-0.05	-0.11	-0.86	1.02	1.54	1.07	-0.91	0.61	-0.67	-0.17	
1912	0.36	0.96	-0.17	-1.13	-0.93	1.24	0.54	1.14	0.96	-0.91	-0.15	-1.08	
1913	-1.01	-0.67	-2.04	-1.44	0.07	-1.17	0.02	-1.30	0.25	0.28	-1.67	-0.49	
1914	-0.32	-0.85	0.60	-1.49	-1.97	-1.35	0.10	0.03	0.88	-0.54	-0.63	-0.88	
1915	-0.02	0.48	2.15	-1.28	0.69	0.41	0.36	0.96	1.27	0.14	1.97	1.23	
1916	-1.13	-0.58	2.07	-0.46	0.41	0.65	-1.84	0.27	1.19	-1.07	-0.59	1.53	
1917	0.31	-0.14	0.24	0.44	0.13	0.24	0.21	0.22	-1.36	-1.06	-1.29	0.31	
1918	1.43	-0.99	-0.38	-1.22	-0.95	-0.99	3.77	0.28	0.80	-0.29	0.13	0.64	
1919	0.26	1.42	1.04	-0.27	0.34	-0.90	2.25	0.66	-0.54	0.82	0.65	-0.61	
1920	-1.06	-0.37	-1.96	1.59	-0.19	0.55	-1.24	-0.90	-0.07	0.32	-2.02	0.72	
1921	-0.50	-0.64	-1.58	-0.71	-0.89	0.55	-0.83	-0.57	-0.65	-0.60	0.14	-1.09	
1922	0.03	-1.30	1.02	0.57	-0.65	-2.18	-0.72	-0.94	-0.42	1.02	0.18	-0.33	
1923	-1.08	-0.18	-0.48	-0.45	0.53	0.20	-1.20	-0.85	-1.51	-0.82	0.18	-0.30	
1924	-0.32	0.98	1.89	1.50	0.52	0.84	-0.61	-0.74	-0.47	-0.35	-0.25	-1.34	
1925	-1.31	-0.52	0.59	-0.99	-0.62	-0.35	-2.14	-0.30	-0.49	0.59	0.53	1.20	
1926	-0.87	-0.27	-0.19	-0.37	0.89	0.70	-1.45	0.11	-0.03	1.34	-0.72	0.31	
1927	-0.27	-0.01	0.23	-0.15	0.83	0.61	-1.37	0.56	1.88	1.55	-0.03	0.95	
1928	-1.32	-1.13	0.45	-0.64	1.68	1.36	-0.40	1.21	0.49	0.02	-0.24	-0.12	
1929	2.03	0.35	0.53	0.41	-1.03	0.48	-0.41	-0.41	-1.38	-1.35	-0.93	-1.00	
1930	-0.83	-0.32	0.76	0.18	-0.06	-0.88	0.06	0.89	2.78	-0.06	-0.09	0.01	
1931	0.50	0.03	0.89	-0.79	0.39	1.57	0.50	2.18	1.76	0.38	-1.34	0.02	
1932	-1.02	1.48	1.96	0.28	1.47	1.37	0.86	0.86	1.15	0.32	-0.96	-1.39	
1933	-1.72	0.66	0.44	0.49	-0.33	0.15	1.58	0.02	0.95	0.88	-0.29	0.32	
1934	-0.79	-0.43	-0.77	0.20	-1.90	1.15	1.66	0.30	-0.32	0.18	0.20	0.57	
1935	-0.20	-1.79	0.59	0.87	0.94	0.39	-1.38	0.57	1.57	-1.20	-0.88	1.30	
1936	1.31	1.15	1.01	-1.01	-1.22	-0.68	1.21	-0.76	0.52	-0.72	-1.34	-1.42	
1937	-1.09	0.23	1.76	-0.95	-0.96	-0.26	-1.02	-1.46	-0.50	-0.37	1.20	1.25	
1938	-0.62	-0.06	-0.57	-1.91	0.25	-0.29	-0.70	0.66	-0.03	-1.20	-0.94	0.53	
1939	0.55	-1.20	0.08	0.39	-0.71	0.50	1.48	0.02	1.55	0.29	-0.30	0.94	
1940	1.58	1.08	1.27	0.58	-0.22	-0.85	0.53	-0.30	0.13	0.36	-0.23	0.17	
1941	1.42	1.18	1.04	-0.63	-0.24	-0.33	-1.43	0.66	0.04	0.57	-0.65	-0.18	
1942	-0.56	1.94	1.08	-1.23	0.02	0.84	0.29	-0.13	-1.34	0.11	0.46	-0.06	
1943	0.72	-1.38	-0.41	-1.95	-0.63	0.53	0.21	1.53	-0.31	-0.20	0.27	-0.57	
1944	-0.62	0.02	0.40	0.48	-1.15	0.45	0.87	0.51	0.09	-0.83	0.22	0.01	
1945	1.89	-0.47	0.51	-0.19	0.31	0.58	-0.26	-0.25	-1.27	0.83	0.72	0.99	
1946	-0.45	0.50	0.16	-1.38	0.80	-1.51	-2.07	0.22	-0.61	0.60	0.70	-0.21	
1947	-0.37	2.95	0.80	-2.19	-0.43	0.00	-1.92	-1.17	-1.30	0.54	2.09	1.41	
1948	-0.34	-0.67	-1.47	-0.75	0.03	1.28	1.28	0.01	0.56	-0.44	0.41	-0.35	
1949	-0.94	-1.36	0.26	-2.32	-0.14	0.50	0.94	-0.34	0.26	-0.32	0.09	-0.13	
1950	-0.61	-0.27	0.35	-0.66	0.56	0.13	0.39	-0.56	-1.38	-0.68	0.47	1.65	
1951	-0.54	-0.68	1.65	0.11	0.67	1.67	-1.38	-0.16	1.34	-0.87	0.07	-1.38	
1952	-0.34	0.75	1.20	-0.43	1.87	0.48	-0.13	0.65	1.06	-0.23	1.43	1.75	
1953	-0.01	0.19	0.00	2.23	0.57	-0.60	0.12	0.48	-0.18	-1.42	-1.01	-1.57	
1954	-0.04	-0.52	0.45	-0.52	1.74	0.15	0.61	0.69	-0.25	-0.93	-1.28	-0.89	
1955	1.02	1.15	0.75	0.11	0.02	0.65	-2.78	-1.06	-0.97	2.11	1.61	0.46	
1956	0.34	0.70	-0.21	1.22	-2.28	0.30	0.72	0.76	-0.15	-0.65	-0.64	-0.97	
1957	-1.60	1.12	1.22	-0.43	0.39	1.53	1.85	0.20	1.57	-1.56	0.29	-0.37	
1958	0.62	1.45	1.96	-0.31	0.90	1.04	1.63	0.76	-0.03	-0.26	-0.74	0.63	
1959	1.79	-1.56	-0.98	0.02	0.22	0.28	-0.25	0.11	-0.59	-0.47	0.23	-0.24	
1960	1.39	1.88	0.40	-0.73	0.42	0.39	0.64	1.94	-0.40	1.80	0.34	-0.59	
1961	-0.09	-0.91	-0.82	0.93	-0.30	-1.05	0.57	-1.26	-0.81	0.38	0.31	1.97	
1962	-1.02	-0.27	2.77	-1.04	0.19	-0.49	2.39	-0.29	-0.16	-0.13	0.21	0.20	
1963	1.42	1.18	-0.09	0.56	-2.18	0.11	0.13	0.29	-1.79	-1.29	0.52	0.80	
1964	0.27	0.37	-0.55	-0.24	-0.81	-1.12	-2.13	1.85	0.38	-0.61	0.16	0.28	
1965	-0.02	1.72	0.98	-0.96	1.05	-0.74	0.59	-0.88	-0.52	-0.53	2.03	0.02	
1966	1.12	1.18	0.18	0.31	-0.70	-0.98	-0.12	2.53	0.35	1.13	-0.61	-0.08	
1967	1.28	-1.13	-1.09	-1.70	1.08	-1.42	0.41	-1.10	-0.57	-0.74	-1.13	1.38	
1968	0.08	0.69	-0.74	0.65	1.13	-0.33	1.04	0.29	2.00	2.06	0.74	1.01	
1969	2.02	1.69	0.27	-1.31	0.19	-0.82	-0.93	1.25	-1.64	-1.09	0.52	0.84	
1970	0.65	0.09	1.15	-0.24	-1.54	-1.32	-0.60	0.13	-0.20	1.31	-0.02	0.65	
1971	0.26	-0.35	1.06	0.44	-1.28	1.58	0.19	-1.12	-0.44	-0.27	0.14	-1.17	
1972	-0.94	-0.58	-0.70	-0.35	-0.73	-1.64	-0.49	-1.18	0.40	-0.73	-0.58	-1.36	
1973	-0.34	-0.79	-0.41	1.05	-0.26	-0.44	-0.41	0.85	0.16	1.04	1.17	0.18	
1974	-1.09	0.01	-0.51	-0.77	0.58	0.16	0.19	0.40	-1.69	0.61	-0.25	-1.17	
1975	-1.26	-0.07	-0.31	0.54	0.58	0.72	-1.38	0.39	-1.41	0.65	-0.26	-0.64	
1976	-0.24	-1.48	-1.30	-0.36	-0.51	-0.94	0.33	-1.90	1.71	-0.60	-0.46	0.79	
1977	1.54	0.66	0.89	-0.47	0.65	0.30	0.26	0.56	-0.69	-0.39	0.01	0.08	
1978	-0.72	1.64	-1.13	0.85	-1.15	-1.57	1.37	0.28	-0.23	-1.11	-2.66	2.26	
1979	1.18	-0.12	0.02	1.83	0.47	-0.88	-0.39	-0.20	-0.76	0.33	-0.77	-0.77	
1980	1.43	0.30	0.59	-1.12	1.26	0.08	0.35	1.64	-0.30	0.85	0.56	-0.26	
1981	0.20	-0.44	0.86	0.25	-0.81	0.90	-0.24	-0.38	1.53	0.92	0.14	1.36	
1982	0.77	-0.72	-0.84	-1.21	0.05	1.73	-0.87	-0.46	-1.92	0.10	-1.41	-1.23	
1983	-1.49	0.27	-0.53	0.65	0.37	-0.48	-1.16	-1.74	0.76	-0.80	0.61	-0.50	
1984	-1.70	-0.77	0.47	-0.79	-0.61	0.54	0.75	-1.08	-0.34	-0.30	-0.13	-1.31	
1985	1.37	0.62	-0.07	-0.33	0.71	0.72	-0.68	0.77	1.03	-0.19	0.90	0.95	
1986	-0.47	1.59	-2.09	0.41	-0.51	-1.21	-0.41	0.68	1.09	-2.54	-1.69	-1.06	
1987	0.55	0.58	0.13	-1.35	-0.63	1.31	-0.56	1.13	0.35	-0.44	0.08	1.09	
1988	-0.89	0.22	0.54	0.76	-0.13	-0.93	0.43	-0.61	0.64	0.94	0.65	-0.92	
1989	-1.60	-1.87	-1.90	-0.10	-1.57	0.25	-0.62	-1.16	-1.78	-0.28	0.12	0.21	
1990	-0.89	-1.67	-1.38	-2.48	0.52	0.05	-0.14	-0.06	-0.74	-0.52	0.89	-1.04	
1991	-0.98	-0.32	0.58	-0.56	-0.43	0.88	0.81	-1.75	0.37	0.45	-0.40	-1.01	
1992	-0.43	-1.47	-0.37	-1.28	-2.28	-0.39	-0.90	-1.42	0.02	1.90	-1.52	-0.83	
1993	-2.01	-0.51	-1.24	-0.96	1.43	0.55	1.89	0.36	0.26	1.12	-2.59	-0.45	
1994	-0.46	0.01	-1.36	0.01	0.50	-1.78	-1.25	-0.27	0.94	0.81	-0.17	-0.64	
1995	-0.28	-1.00	-0.60	2.05	1.16	0.24	0.20	-0.03	-0.25	0.11	1.96	1.01	
1996	-0.12	0.37	0.59	1.58	0.28	-0.17	-1.08	-0.85	1.10	-0.01	0.57	1.60	
1997	0.00	-1.64	-0.63	0.18	0.73	1.37	-0.46	-0.75	-0.23	1.41	0.36	0.20	
1998	0.83	-0.56	-0.23	1.25	0.66	2.46	0.87	-0.11	2.34	0.04	0.85	-0.36	
1999	-0.37	0.00	1.18	1.32	-0.90	-1.14	0.17	-0.10	0.01	-0.33	-0.43	-0.31	
2000	-0.20	-0.98	0.22	0.73	-0.77	-0.01	0.84	0.95	-0.39	-0.79	1.28	1.38	
2001	-0.45	0.07	1.22	0.02	0.56	0.54	0.34	-0.01	1.04	0.14	-0.87	1.78	
2002	-0.58	-0.98	-0.25	-0.85	0.13	0.15	-0.49	0.27	1.29	1.70	0.34	0.75	
2003	0.65	-0.76	-0.31	-0.15	-0.18	0.42	0.54	1.57	0.91	1.47	-0.08	0.66	
2004	0.70	0.79	-0.26	0.05	0.32	0.86	-1.20	1.01	0.10	1.70	0.49	-1.32	
2005	-0.29	1.32	1.61	0.82	1.30	0.23	1.03	-0.11	0.15	0.85	0.71	0.38	
2006	-0.53	1.18	1.90	-0.67	1.21	-0.67	0.21	1.41	0.97	2.41	-0.45	-0.53	
2007	-0.05	1.30	-0.55	0.01	-1.16	1.91	1.31	1.43	-0.13	0.14	0.30	-0.79	
2008	-0.31	-0.67	0.18	1.47	1.92	1.88	1.44	0.94	-0.52	-0.20	0.60	-0.52	
2009	0.00	1.00	0.33	-0.09	-1.43	1.07	2.91	0.30	-1.03	0.62	-0.11	2.39	
2010	1.59	2.41	1.04	1.45	2.07	0.97	0.61	2.51	1.41	1.14	1.92	3.15	
2011	1.25	-1.01	-0.49	-3.79	-0.46	1.93	0.95	1.88	-1.01	-0.22	-0.62	-1.50	
2012	-0.27	0.01	-0.20	0.69	1.15	2.88	1.91	1.57	0.28	1.70	0.24	1.42	
2013	0.04	0.79	2.37	-0.29	-0.93	-0.21	-0.06	-0.79	0.00	1.03	-0.92	-1.14	
2014	0.24	-0.15	-0.79	-0.81	0.60	1.30	1.17	1.67	-1.13	0.83	0.00	-0.37	
2015	-1.13	-1.12	-1.12	-0.95	-1.67	0.50	2.89	0.76	0.51	-0.44	-0.44	-0.84	
2016	0.73	0.13	0.07	1.79	0.37	1.19	2.11	1.90	0.07	0.54	0.74	-0.26	
2017	0.23	0.03	0.02	-0.35	1.76	0.05   -1.16	1.01	0.34	0.87	0.58	0.64	
2018   -0.08   -1.06	1.33    -0.21  -3.03   -0.27   -0.70   -0.74   -0.71   -0.93    1.12    0.70
2019    0.37    0.45	-0.91	0.53	2.53	2.46	2.33	2.00	1.11	1.91	0.82	0.21  
2020	-1.21	-1.28	-0.62	0.83	0.18	0.83	1.01	0.75	-1.25	1.03	-1.16	1.23
2021	1.97	0.80	0.03	2.22	0.61	-0.45	0.40	1.36	0.47	2.48	0.72	1.04
2022	-0.45	-1.26	-0.21	1.17   -0.32    0.51    0.54   -0.01    2.55    0.55    0.05    2.65
2023    -0.18   -0.87    1.77   1.49   -0.94    0.24    2.77    1.80    0.90  -99.00  -99.00  -99.00
-99.0
 GBI from the U of Lincoln
  The monthly and seasonal GBI values hosted here are based on the following publication:
  Hanna, E., T.E. Cropper, R.J. Hall, and J. Cappelen (2016) Greenland Blocking Index 1851–2015: a regional climate change signal.
  International Journal of Climatology, DOI: 10.1002/joc.4673
  Please reference this paper when using this dataset.
  Please contact Edward Hanna (ehanna@lincoln.ac.uk) with any comments or update requests.
  We thank the data providers of the 20CR(v2c) and NCEP/NCAR Reanalysis for geopotential height data used for calculating GBI.
  updated Oct 2023
  maintained at NOAA PSL
  https://psl.noaa.gov/gcos_wgsp/Timeseries/GBI_UL
